Num,Timestamp,Current_J0,Temperature_T0,Speed_J0,Tool_current,cycle ,grip_lost
22,2022-10-26T08:17:42.989Z,-0.132234693,27.875,-1.40E-45,0.096649468,1,FALSE
23,2022-10-26T08:17:43.990Z,-0.133344352,27.875,0,0.085105717,1,FALSE
24,2022-10-26T08:17:45.005Z,-0.132977769,27.9375,0,0.090877593,1,FALSE
25,2022-10-26T08:17:46.006Z,-0.148091957,27.9375,0,0.08756572,1,FALSE
26,2022-10-26T08:17:47.011Z,-0.133972049,27.9375,0,0.08391881,1,FALSE
27,2022-10-26T08:17:48.015Z,-0.132555455,27.9375,0,0.082645774,1,FALSE
28,2022-10-26T08:17:49.021Z,-0.137325734,27.9375,0,0.084512293,1,FALSE
29,2022-10-26T08:17:50.024Z,-0.143478304,27.9375,0,0.086464942,1,FALSE
30,2022-10-26T08:17:51.027Z,-0.138683781,27.9375,0,0.086378753,1,FALSE
31,2022-10-26T08:17:52.031Z,-0.094429769,27.9375,2.20284118591861e-41,0.082645774,1,FALSE
32,2022-10-26T08:17:53.036Z,-0.06434983,27.9375,0,0.088331401,1,FALSE
33,2022-10-26T08:17:54.050Z,-0.083761998,27.9375,0,0.091557205,1,FALSE
34,2022-10-26T08:17:55.055Z,-0.069268376,27.9375,0,0.087824106,1,FALSE
35,2022-10-26T08:17:56.057Z,0.116047807,27.9375,0.041566979,0.089604497,1,FALSE
36,2022-10-26T08:17:57.060Z,-0.122064352,27.9375,0.123835705,0.083239198,1,FALSE
37,2022-10-26T08:17:58.065Z,-0.160074249,27.9375,-5.49E-05,0.089690685,1,FALSE
38,2022-10-26T08:17:59.067Z,-0.206516862,27.9375,-0.187221289,0.083239198,1,FALSE
39,2022-10-26T08:18:00.071Z,-0.200057581,27.9375,0,0.082559586,1,FALSE
40,2022-10-26T08:18:01.086Z,-0.113190472,27.9375,0,0.090284109,2,FALSE
41,2022-10-26T08:18:02.090Z,0.121461421,28,0.125178322,0.084512293,2,FALSE
42,2022-10-26T08:18:03.097Z,-0.369926184,27.9375,-0.388987482,0.090877593,2,FALSE
43,2022-10-26T08:18:04.098Z,-0.616048992,27.9375,0.101344466,0.076960087,2,FALSE
44,2022-10-26T08:18:05.105Z,0.317540437,28,-0.012640501,0.083239198,2,TRUE
45,2022-10-26T08:18:06.110Z,0.399679095,27.9375,0.070727929,0.083746493,2,TRUE
46,2022-10-26T08:18:07.112Z,0.109332636,27.9375,0,0.186950445,2,FALSE
47,2022-10-26T08:18:08.119Z,0.058830488,27.9375,0,0.084512293,2,FALSE
48,2022-10-26T08:18:09.124Z,0.060433082,28,0,0.079506218,2,FALSE
49,2022-10-26T08:18:10.139Z,0.054825015,28,0,0.085105717,2,FALSE
50,2022-10-26T08:18:11.144Z,-0.038766395,28,-0.010231558,0.085699201,2,FALSE
51,2022-10-26T08:18:12.149Z,-0.393858492,28,-0.136901349,0.088245332,2,FALSE
52,2022-10-26T08:18:13.158Z,-0.209170222,28,0.064482808,0.08128649,2,FALSE
53,2022-10-26T08:18:14.161Z,0.98427093,28,0.046883095,0.083325446,2,FALSE
54,2022-10-26T08:18:15.162Z,-0.299174488,28,-0.188076079,0.082559586,2,FALSE
55,2022-10-26T08:18:16.177Z,-0.295785606,28,0,0.081200421,2,FALSE
56,2022-10-26T08:18:17.178Z,0.20226261,28,-0.188545674,0.081372678,2,FALSE
57,2022-10-26T08:18:18.178Z,-0.092874236,28,0,0.087058365,2,FALSE
58,2022-10-26T08:18:19.192Z,-0.094453104,28,0,0.16853416,2,TRUE
59,2022-10-26T08:18:20.195Z,-0.061609171,28,0,0.080185771,2,TRUE
60,2022-10-26T08:18:21.196Z,-0.072396576,28,0,0.088331401,2,TRUE
61,2022-10-26T08:18:22.199Z,-0.08964707,28,0,0.076960146,2,TRUE
62,2022-10-26T08:18:23.204Z,-0.090784363,28.0625,0,0.087058365,2,TRUE
63,2022-10-26T08:18:24.210Z,-0.087242633,28,0,0.080693066,2,TRUE
64,2022-10-26T08:18:25.212Z,-0.084680907,28,0,0.08128649,2,TRUE
65,2022-10-26T08:18:26.215Z,-0.072750241,28.0625,0,0.097750187,2,TRUE
66,2022-10-26T08:18:27.218Z,-0.052115384,28,0,0.0920645,2,TRUE
67,2022-10-26T08:18:28.223Z,-0.058522813,28.0625,0,0.085785329,2,TRUE
68,2022-10-26T08:18:29.225Z,-0.069923103,28.0625,0,0.078912675,2,TRUE
69,2022-10-26T08:18:30.229Z,-0.055823348,28.0625,0,0.080693066,2,TRUE
70,2022-10-26T08:18:31.233Z,-0.088669658,28.0625,0,0.084512293,2,TRUE
71,2022-10-26T08:18:32.238Z,-0.062299982,28.0625,0,0.07942003,2,TRUE
72,2022-10-26T08:18:33.241Z,-0.034104533,28.0625,0,0.078912735,2,TRUE
73,2022-10-26T08:18:34.246Z,-0.05833061,28.0625,0,0.090963721,2,TRUE
74,2022-10-26T08:18:35.252Z,-0.269420832,28.0625,-0.343941212,0.088331401,2,TRUE
75,2022-10-26T08:18:36.257Z,0.181920975,28.0625,-0.000145442,0.078233182,2,TRUE
76,2022-10-26T08:18:37.264Z,0.019007001,28.0625,0.115547016,0.086464942,2,TRUE
77,2022-10-26T08:18:38.270Z,-0.174779981,28.0625,-0.000373732,0.305517375,2,FALSE
78,2022-10-26T08:18:39.275Z,-0.168979108,28.0625,-0.245744005,0.088245332,2,FALSE
79,2022-10-26T08:18:40.279Z,-0.184617087,28.0625,-0.000857763,0.092657983,2,FALSE
80,2022-10-26T08:18:41.286Z,-0.107610494,28.0625,7.01856243479417e-15,0.076280475,2,FALSE
81,2022-10-26T08:18:42.292Z,-0.074506834,28.0625,0,0.085105658,2,FALSE
82,2022-10-26T08:18:43.295Z,-0.071457542,28.0625,0,0.086551011,2,FALSE
83,2022-10-26T08:18:44.302Z,-0.066502385,28.0625,0,0.090963781,2,FALSE
84,2022-10-26T08:18:45.307Z,-0.048866007,28.0625,0,0.08391881,2,FALSE
85,2022-10-26T08:18:46.310Z,-0.215329677,28.125,-0.000117412,0.086464942,2,FALSE
86,2022-10-26T08:18:47.317Z,-0.104045734,28.0625,0,0.086378694,3,FALSE
87,2022-10-26T08:18:48.322Z,0.406551391,28.125,0.731511354,0.086464942,3,FALSE
88,2022-10-26T08:18:49.327Z,0.283754349,28.125,-0.001186481,0.190769613,3,FALSE
89,2022-10-26T08:18:50.333Z,-4.034986496,28.0625,0.008307289,0.081372678,3,FALSE
90,2022-10-26T08:18:51.338Z,-0.995547771,28.125,-0.047332782,0.092150629,3,FALSE
91,2022-10-26T08:18:52.339Z,0.027127959,28.125,0.155819595,0.085105717,3,FALSE
92,2022-10-26T08:18:53.342Z,-0.031511795,28.125,-0.031139927,0.185763597,3,FALSE
93,2022-10-26T08:18:54.347Z,0.119485572,28.125,0,0.087058365,3,FALSE
94,2022-10-26T08:18:55.353Z,0.090759002,28.125,0,0.086378753,3,FALSE
95,2022-10-26T08:18:56.358Z,0.000920518,28.125,-0.084096052,0.07942003,3,FALSE
96,2022-10-26T08:18:57.363Z,-0.204907179,28.125,-0.041552547,0.082645833,3,FALSE
97,2022-10-26T08:18:58.367Z,3.555698872,28.125,0.000594716,0.082645774,3,FALSE
98,2022-10-26T08:18:59.369Z,0.030223541,28.125,0.422096103,0.088417649,3,FALSE
99,2022-10-26T08:19:00.374Z,-4.269836426,28.125,0.105473563,0.097836256,3,FALSE
100,2022-10-26T08:19:01.381Z,-0.01630519,28.1875,0,0.084684551,3,FALSE
101,2022-10-26T08:19:02.392Z,0.222148672,28.125,0.067637347,0.081966162,3,FALSE
102,2022-10-26T08:19:03.396Z,-0.077740915,28.125,0,0.080185771,3,FALSE
103,2022-10-26T08:19:04.402Z,-0.064053528,28.125,0,0.1666677,3,FALSE
104,2022-10-26T08:19:05.407Z,-0.234870702,28.125,-0.063025609,0.084512234,3,FALSE
105,2022-10-26T08:19:06.412Z,6.460327625,28.125,-0.000929554,0.087651789,3,FALSE
106,2022-10-26T08:19:07.419Z,0.523997605,28.125,0.058913887,0.081372738,3,FALSE
107,2022-10-26T08:19:08.422Z,0.001589702,28.1875,0.032528386,0.080693066,3,FALSE
108,2022-10-26T08:19:09.422Z,-0.264315844,28.125,-0.22677125,0.083325386,3,FALSE
109,2022-10-26T08:19:10.429Z,-0.236675262,28.125,1.33739983154251e-19,0.082559526,3,FALSE
110,2022-10-26T08:19:11.433Z,-0.145025745,28.125,0,0.081372738,3,FALSE
111,2022-10-26T08:19:12.433Z,-0.125038773,28.1875,0,0.081458807,3,FALSE
112,2022-10-26T08:19:13.438Z,0.178507596,28.125,-0.000523089,0.180585146,4,FALSE
113,2022-10-26T08:19:14.441Z,-0.200371146,28.125,-0.596565306,0.081458807,4,FALSE
114,2022-10-26T08:19:15.446Z,-1.99748373,28.1875,0.143942282,0.087058365,4,FALSE
115,2022-10-26T08:19:16.459Z,1.147053838,28.1875,0.034670323,0.083918869,4,FALSE
116,2022-10-26T08:19:17.462Z,-0.227236018,28.1875,0.064555019,0.089604497,4,FALSE
117,2022-10-26T08:19:18.464Z,0.121660873,28.1875,6.52233065920881e-05,0.167347312,4,FALSE
118,2022-10-26T08:19:19.467Z,0.104630917,28.1875,0,0.08756572,4,FALSE
119,2022-10-26T08:19:20.473Z,0.06942746,28.1875,0,0.087144554,4,FALSE
120,2022-10-26T08:19:21.475Z,-0.318720639,28.1875,-0.173544899,0.082731843,4,FALSE
121,2022-10-26T08:19:22.476Z,-0.130502388,28.25,0.107290477,0.085277975,4,FALSE
122,2022-10-26T08:19:23.477Z,0.83933562,28.1875,0.000651462,0.088331401,4,FALSE
123,2022-10-26T08:19:24.485Z,-0.303961337,28.25,-0.540370584,0.084426165,4,FALSE
124,2022-10-26T08:19:25.485Z,2.206316948,28.1875,0.027329834,0.088924885,4,FALSE
125,2022-10-26T08:19:26.486Z,-0.071473248,28.1875,0,0.084512234,4,FALSE
126,2022-10-26T08:19:27.488Z,-0.088071361,28.1875,0,0.082645774,4,FALSE
127,2022-10-26T08:19:28.489Z,-0.104504496,28.25,0,0.199681044,4,FALSE
128,2022-10-26T08:19:29.492Z,0.576745093,28.25,0,0.501989722,4,FALSE
129,2022-10-26T08:19:30.506Z,0.136830375,28.25,-0.063143417,0.082645774,4,FALSE
130,2022-10-26T08:19:31.519Z,0.094991587,28.25,-5.44E-07,0.096649468,4,FALSE
131,2022-10-26T08:19:32.534Z,0.279015541,28.25,0.205476001,0.083918869,4,FALSE
132,2022-10-26T08:19:33.541Z,0.07156191,28.25,-9.15E-05,0.17040062,4,FALSE
133,2022-10-26T08:19:34.548Z,-0.15130052,28.25,-0.302046418,0.080865383,4,FALSE
134,2022-10-26T08:19:35.553Z,-0.201648653,28.25,-8.05E-05,0.086378753,4,FALSE
135,2022-10-26T08:19:36.558Z,-0.108910903,28.1875,0,0.087058365,4,FALSE
136,2022-10-26T08:19:37.564Z,0.067339085,28.1875,0.776197672,0.08205235,5,FALSE
137,2022-10-26T08:19:38.569Z,0.634149909,28.25,-0.000251105,0.481879175,5,FALSE
138,2022-10-26T08:19:39.582Z,-0.084861517,28.25,-0.021873498,0.08128649,5,FALSE
139,2022-10-26T08:19:40.585Z,0.517912269,28.25,-0.102072291,0.07942003,5,FALSE
140,2022-10-26T08:19:41.589Z,0.156130493,28.3125,0.136684552,0.088838756,5,FALSE
141,2022-10-26T08:19:42.592Z,0.143244177,28.25,0,0.206812143,5,FALSE
142,2022-10-26T08:19:43.594Z,-0.109203622,28.25,0,0.084426165,5,FALSE
143,2022-10-26T08:19:44.600Z,-0.027507748,28.3125,0,0.084512234,5,FALSE
144,2022-10-26T08:19:45.606Z,-0.063323274,28.25,-0.064306483,0.087058365,5,FALSE
145,2022-10-26T08:19:46.612Z,-0.2015457,28.25,-0.041145477,0.083746552,5,FALSE
146,2022-10-26T08:19:47.614Z,1.358700752,28.25,3.21564743899216e-06,0.089518368,5,FALSE
147,2022-10-26T08:19:48.619Z,-0.252821505,28.3125,0.410468608,0.083325446,5,FALSE
148,2022-10-26T08:19:49.624Z,-3.54843998,28.3125,0.078205451,0.083239198,5,FALSE
149,2022-10-26T08:19:50.628Z,-0.005198154,28.3125,0,0.09469676,5,FALSE
150,2022-10-26T08:19:51.634Z,0.288679898,28.3125,0.040621914,0.086972296,5,FALSE
151,2022-10-26T08:19:52.638Z,-0.092611186,28.3125,0,0.082559586,5,FALSE
152,2022-10-26T08:19:53.641Z,-0.073170796,28.3125,0,0.174899518,5,FALSE
153,2022-10-26T08:19:54.647Z,-0.316586912,28.3125,-0.227437347,0.081372678,5,FALSE
154,2022-10-26T08:19:55.648Z,0.884822249,28.3125,0.000644863,0.080099642,5,FALSE
155,2022-10-26T08:19:56.652Z,-0.060168397,28.3125,0.239335537,0.07942003,5,FALSE
156,2022-10-26T08:19:57.657Z,-0.166296214,28.3125,-0.000719117,0.18194443,5,TRUE
157,2022-10-26T08:19:58.662Z,-0.082984909,28.3125,-0.384630978,0.086972237,5,TRUE
158,2022-10-26T08:19:59.662Z,-0.193435878,28.3125,-0.000311768,0.087737978,5,FALSE
159,2022-10-26T08:20:00.663Z,-0.119604483,28.3125,0,0.083918869,5,FALSE
160,2022-10-26T08:20:01.663Z,-0.109067537,28.3125,0,0.084512293,5,FALSE
161,2022-10-26T08:20:02.668Z,-0.094447806,28.3125,0,0.083918869,5,FALSE
162,2022-10-26T08:20:03.669Z,-0.090642117,28.375,0,0.080099642,5,FALSE
163,2022-10-26T08:20:04.671Z,-0.112497501,28.3125,0,0.08655107,6,FALSE
164,2022-10-26T08:20:05.673Z,-0.086038537,28.3125,0,0.083239198,6,FALSE
165,2022-10-26T08:20:06.679Z,-0.112466,28.375,0,0.084512293,6,FALSE
166,2022-10-26T08:20:07.679Z,-0.092600755,28.375,0,0.083832622,6,FALSE
167,2022-10-26T08:20:08.690Z,-0.116059139,28.375,0,0.086378753,6,FALSE
168,2022-10-26T08:20:09.696Z,-0.123646624,28.375,0,0.08205235,6,FALSE
169,2022-10-26T08:20:10.698Z,-0.115991279,28.375,0,0.084512234,6,FALSE
170,2022-10-26T08:20:11.704Z,-0.095700786,28.375,0,0.082645774,6,FALSE
171,2022-10-26T08:20:12.708Z,-0.106423959,28.375,0,0.083746552,6,FALSE
172,2022-10-26T08:20:13.714Z,0.121452481,28.375,0.268152446,0.091557205,6,FALSE
173,2022-10-26T08:20:14.721Z,0.177101746,28.4375,-0.000914475,0.171759903,6,FALSE
174,2022-10-26T08:20:15.727Z,-0.038389094,28.375,-0.362530023,0.086292624,6,FALSE
175,2022-10-26T08:20:16.727Z,-0.390887737,28.375,-0.004307601,0.078912675,6,FALSE
176,2022-10-26T08:20:17.728Z,0.345167756,28.4375,0.112393908,0.082731843,6,FALSE
177,2022-10-26T08:20:18.742Z,0.131832689,28.4375,-0.000120791,0.473561227,6,TRUE
178,2022-10-26T08:20:19.742Z,0.105117291,28.4375,0,0.085785329,6,TRUE
179,2022-10-26T08:20:20.744Z,0.061764494,28.4375,0,0.083411515,6,TRUE
180,2022-10-26T08:20:21.749Z,-0.130191505,28.375,-0.023343151,0.094017088,6,TRUE
181,2022-10-26T08:20:22.752Z,-0.14341794,28.375,-0.119541906,0.091470957,6,TRUE
182,2022-10-26T08:20:23.761Z,-0.212542325,28.4375,0.05014316,0.079592347,6,TRUE
183,2022-10-26T08:20:24.766Z,-0.034754779,28.4375,0.134705931,0.083325446,6,TRUE
184,2022-10-26T08:20:25.768Z,-0.083292633,28.4375,-0.090963252,0.089604497,6,TRUE
185,2022-10-26T08:20:26.782Z,-0.18937698,28.4375,1.12369934868183e-05,0.086464942,6,TRUE
186,2022-10-26T08:20:27.785Z,0.233394325,28.4375,-0.155343816,0.087058365,6,TRUE
187,2022-10-26T08:20:28.786Z,-0.030466318,28.4375,0,0.095969796,6,TRUE
188,2022-10-26T08:20:29.802Z,-0.080106623,28.4375,0,0.170400679,6,FALSE
189,2022-10-26T08:20:30.803Z,-0.233751789,28.4375,-0.358592987,0.089011073,6,FALSE
190,2022-10-26T08:20:31.808Z,0.628730059,28.4375,-3.84E-05,0.089690745,6,FALSE
191,2022-10-26T08:20:32.814Z,0.001306513,28.4375,0.166358382,0.08578527,6,FALSE
192,2022-10-26T08:20:33.817Z,-0.173234195,28.4375,-0.000607476,0.211224794,6,TRUE
193,2022-10-26T08:20:34.823Z,-0.297338814,28.4375,-0.328890145,0.078826606,6,TRUE
194,"""2022-10-26T08:20:35.838Z""",-0.200530156,28.5,-0.001724863,0.08205235,6,FALSE
195,"""2022-10-26T08:20:36.845Z""",-0.155817449,28.5,0,0.08128649,6,FALSE
196,"""2022-10-26T08:20:37.847Z""",-0.089386754,28.5,0,0.086465001,6,FALSE
197,"""2022-10-26T08:20:38.849Z""",-0.099165849,28.4375,0,0.080693126,6,FALSE
198,"""2022-10-26T08:20:39.856Z""",-0.069768786,28.5,0,0.088838756,6,FALSE
199,"""2022-10-26T08:20:40.856Z""",-0.093827419,28.5,0,0.076960146,6,FALSE
200,"""2022-10-26T08:20:41.861Z""",-0.107476704,28.4375,0,0.08756572,6,FALSE
201,"""2022-10-26T08:20:42.870Z""",-0.104742646,28.5,0,0.086378753,6,FALSE
202,"""2022-10-26T08:20:43.876Z""",-0.012265752,28.5,0.050615471,0.076280475,7,FALSE
203,"""2022-10-26T08:20:44.879Z""",0.160091013,28.5,-0.000737915,0.172267258,7,FALSE
204,"""2022-10-26T08:20:45.886Z""",0.027878098,28.5,-0.616681635,0.083918869,7,FALSE
205,"""2022-10-26T08:20:46.888Z""",-0.291924119,28.5,0.107762553,0.086464942,7,FALSE
206,"""2022-10-26T08:20:47.895Z""",1.180007935,28.5625,0.003231568,0.084598422,7,FALSE
207,"""2022-10-26T08:20:48.904Z""",0.831451178,28.5,0.067307398,0.092150629,7,FALSE
208,"""2022-10-26T08:20:49.911Z""",-0.133467406,28.5,0,0.161403179,7,FALSE
209,"""2022-10-26T08:20:50.918Z""",-0.122557655,28.5,0,0.084512293,7,FALSE
210,"""2022-10-26T08:20:51.925Z""",-0.07205122,28.5,0,0.086464942,7,FALSE
211,"""2022-10-26T08:20:52.930Z""",-0.204983622,28.5,-0.172824159,0.085191905,7,FALSE
212,"""2022-10-26T08:20:53.936Z""",-0.439730614,28.5625,0.107043877,0.088924885,7,FALSE
213,"""2022-10-26T08:20:54.951Z""",1.022258878,28.5625,0.001133197,0.082559586,7,FALSE
214,"""2022-10-26T08:20:55.953Z""",-0.156821489,28.5,-0.499295235,0.089604497,7,FALSE
215,"""2022-10-26T08:20:56.963Z""",-0.10911876,28.5625,-0.000650126,0.089011073,7,FALSE
216,"""2022-10-26T08:20:57.967Z""",0.186090097,28.5625,-0.032884263,0.08756566,7,FALSE
217,"""2022-10-26T08:20:58.967Z""",-0.072007038,28.5,3.50354298461752e-07,0.088924825,7,FALSE
218,2022-10-26T08:20:59.972Z,-0.063460425,28.5,0,0.183724761,7,FALSE
219,2022-10-26T08:21:00.974Z,0.475236177,28.5,0,0.50131005,7,FALSE
220,2022-10-26T08:21:01.980Z,-0.031969205,28.5625,0.234215274,0.084512293,7,FALSE
221,2022-10-26T08:21:02.986Z,0.795437872,28.5625,0.007005513,0.084512293,7,FALSE
222,2022-10-26T08:21:03.989Z,0.770861864,28.5625,0.100699082,0.083411455,7,FALSE
223,2022-10-26T08:21:04.996Z,-0.25187242,28.5,-0.111609071,0.085105717,7,FALSE
224,2022-10-26T08:21:05.999Z,-0.223752022,28.5625,-0.072783411,0.083153069,7,FALSE
225,2022-10-26T08:21:07.007Z,-0.173317641,28.5625,0,0.082645774,7,FALSE
226,2022-10-26T08:21:08.022Z,-0.097485036,28.5625,0,0.079506278,7,FALSE
227,2022-10-26T08:21:09.028Z,0.190292001,28.5625,-5.31E-05,0.202227175,8,FALSE
228,2022-10-26T08:21:10.032Z,0.48648113,28.5625,0.000300343,0.491297901,8,FALSE
229,2022-10-26T08:21:11.033Z,0.222250819,28.5625,0.08668346,0.081966102,8,FALSE
230,2022-10-26T08:21:12.036Z,0.115633622,28.625,-0.041397996,0.080779314,8,FALSE
231,2022-10-26T08:21:13.050Z,-0.369724154,28.5625,0.115903549,0.082559586,8,FALSE
232,2022-10-26T08:21:14.056Z,-0.160909608,28.5625,0,0.168534219,8,FALSE
233,2022-10-26T08:21:15.062Z,-0.122624442,28.625,0,0.081372738,8,FALSE
234,2022-10-26T08:21:16.062Z,-0.093228295,28.5625,0,0.078826606,8,FALSE
235,2022-10-26T08:21:17.071Z,-0.164705068,28.625,-0.159869283,0.078826606,8,FALSE
236,2022-10-26T08:21:18.078Z,-0.102229685,28.625,0.088417575,0.083239198,8,FALSE
237,2022-10-26T08:21:19.082Z,0.905752122,28.625,0.000604224,0.080693066,8,FALSE
238,2022-10-26T08:21:20.089Z,-0.451357663,28.625,-0.186764449,0.079506218,8,FALSE
239,2022-10-26T08:21:21.092Z,-1.080203056,28.625,0.1152611,0.08569926,8,FALSE
240,2022-10-26T08:21:22.095Z,-0.087098114,28.625,0,0.086972296,8,FALSE
241,2022-10-26T08:21:23.098Z,0.286378622,28.625,0.203848794,0.087651789,8,FALSE
242,2022-10-26T08:21:24.100Z,-0.072294936,28.625,1.71747615240747e-05,0.078233182,8,FALSE
243,2022-10-26T08:21:25.112Z,-0.067557298,28.625,0,0.186950445,8,FALSE
244,2022-10-26T08:21:26.115Z,0.573265612,28.625,-0.059015147,0.081458807,8,FALSE
245,2022-10-26T08:21:27.116Z,-0.134268895,28.625,-0.000737225,0.086972237,8,FALSE
246,2022-10-26T08:21:28.117Z,0.531194091,28.6875,0.222629875,0.08391881,8,FALSE
247,2022-10-26T08:21:29.119Z,-0.103546798,28.6875,-8.46E-05,0.186950445,8,FALSE
248,2022-10-26T08:21:30.126Z,-0.194769323,28.625,-0.268734574,0.090197921,8,FALSE
249,2022-10-26T08:21:31.130Z,-0.163894862,28.625,-1.84E-30,0.083239198,8,FALSE
250,2022-10-26T08:21:32.134Z,-0.123713642,28.625,0,0.081372738,8,FALSE
251,2022-10-26T08:21:33.139Z,0.236653179,28.6875,0.678068697,0.083918869,9,FALSE
252,2022-10-26T08:21:34.146Z,0.453813165,28.625,-0.000100363,0.497577012,9,FALSE
253,2022-10-26T08:21:35.147Z,-1.202523708,28.625,0.107729234,0.089011073,9,FALSE
254,2022-10-26T08:21:36.151Z,-0.221241564,28.6875,-0.034664184,0.093337595,9,FALSE
255,2022-10-26T08:21:37.159Z,-0.475765258,28.6875,0.150071144,0.084512234,9,FALSE
256,2022-10-26T08:21:38.167Z,-0.172538891,28.6875,-0.000110567,0.191363156,9,FALSE
257,2022-10-26T08:21:39.174Z,-0.180188239,28.6875,6.65440456941723e-05,0.085105658,9,FALSE
258,2022-10-26T08:21:40.182Z,-0.164741963,28.6875,0,0.075179756,9,FALSE
259,2022-10-26T08:21:41.185Z,-0.408419847,28.6875,-0.145714253,0.084598422,9,FALSE
260,2022-10-26T08:21:42.189Z,-0.32284829,28.6875,0.06888514,0.090197921,9,FALSE
261,2022-10-26T08:21:43.190Z,0.551052392,28.6875,0.000911618,0.080013454,9,FALSE
262,2022-10-26T08:21:44.191Z,-0.039999165,28.75,0.051156454,0.082559586,9,FALSE
263,2022-10-26T08:21:45.197Z,-0.565722227,28.6875,0.110769421,0.088924885,9,FALSE
264,2022-10-26T08:21:46.201Z,-0.019768894,28.75,0,0.092830241,9,FALSE
265,2022-10-26T08:21:47.205Z,0.01517467,28.75,0.326460481,0.085785329,9,FALSE
266,2022-10-26T08:21:48.207Z,-0.088673182,28.75,0,0.085871518,9,FALSE
267,2022-10-26T08:21:49.210Z,-0.079386413,28.6875,0,0.169213772,9,FALSE
268,2022-10-26T08:21:50.214Z,-0.498972714,28.75,-0.27704832,0.07942003,9,FALSE
269,2022-10-26T08:21:51.218Z,2.632155657,28.75,0.006613062,0.084512234,9,FALSE
270,2022-10-26T08:21:52.219Z,-0.656761825,28.75,0.23488158,0.081966162,9,FALSE
271,2022-10-26T08:21:53.224Z,-0.187110528,28.75,-0.005292321,0.188903153,9,FALSE
272,2022-10-26T08:21:54.225Z,-0.2007972,28.6875,-0.331215203,0.082645774,9,FALSE
273,2022-10-26T08:21:55.227Z,-0.158555582,28.75,-0.000122334,0.081966102,9,FALSE
274,2022-10-26T08:21:56.242Z,-0.137930915,28.75,0,0.086378753,9,FALSE
275,2022-10-26T08:21:57.244Z,0.311135262,28.75,0.746299267,0.079506278,10,FALSE
276,2022-10-26T08:21:58.250Z,0.402643412,28.75,-0.001875644,0.203672528,10,FALSE
277,2022-10-26T08:21:59.252Z,-5.376861095,28.75,0.013912899,0.080865383,10,FALSE
278,2022-10-26T08:22:00.258Z,-0.74298507,28.8125,-0.050361864,0.085191905,10,FALSE
279,2022-10-26T08:22:01.260Z,-0.376989841,28.75,0.141875848,0.082559526,10,FALSE
280,2022-10-26T08:22:02.273Z,-0.175375164,28.75,-0.013450198,0.168620408,10,FALSE
281,2022-10-26T08:22:03.273Z,-0.144934058,28.8125,0,0.088924825,10,FALSE
282,2022-10-26T08:22:04.279Z,-0.107284263,28.8125,0,0.077639639,10,FALSE
283,2022-10-26T08:22:05.281Z,-0.017845128,28.75,-0.078091256,0.084004939,10,FALSE
284,2022-10-26T08:22:06.284Z,-0.151028499,28.8125,-0.03486472,0.080185711,10,FALSE
285,2022-10-26T08:22:07.290Z,5.563512802,28.75,-0.000150064,0.083239198,10,FALSE
286,2022-10-26T08:22:08.292Z,0.20159547,28.8125,0.452065051,0.084684551,10,FALSE
287,2022-10-26T08:22:09.298Z,-2.580077171,28.8125,0.136496425,0.080013454,10,FALSE
288,2022-10-26T08:22:10.299Z,0.062321004,28.8125,0,0.081458807,10,FALSE
